,Date,temperature
2247,2001-02-25,83.6
2248,2001-02-26,82.8
2249,2001-02-27,84.8
2250,2001-02-28,82.0
2251,2001-03-01,81.5
2252,2001-03-02,80.2
2253,2001-03-03,81.8
2254,2001-03-04,79.5
2255,2001-03-05,81.8
2256,2001-03-06,80.0
2257,2001-03-07,79.8
2258,2001-03-08,82.3
2259,2001-03-09,83.7
2260,2001-03-10,83.3
2261,2001-03-11,84.2
2262,2001-03-12,81.6
2263,2001-03-13,82.2
2264,2001-03-14,81.8
2265,2001-03-15,81.6
2266,2001-03-16,81.1
2267,2001-03-17,85.5
2268,2001-03-18,81.1
2269,2001-03-19,81.9
2270,2001-03-20,82.8
2271,2001-03-21,84.1
2272,2001-03-22,84.4
2273,2001-03-23,86.1
2274,2001-03-24,85.4
2275,2001-03-25,86.9
2276,2001-03-26,85.2
2277,2001-03-27,85.9
2278,2001-03-28,87.3
2279,2001-03-29,87.5
2280,2001-03-30,89.3
2281,2001-03-31,89.2
2282,2001-04-01,86.6
2283,2001-04-02,87.5
2284,2001-04-03,83.7
2285,2001-04-04,84.0
2286,2001-04-05,84.2
2287,2001-04-06,84.1
2288,2001-04-07,84.3
2289,2001-04-08,87.5
2290,2001-04-09,87.0
2291,2001-04-10,89.0
2292,2001-04-11,83.3
2293,2001-04-12,81.0
2294,2001-04-13,76.4
2295,2001-04-14,79.6
2296,2001-04-15,84.1
2297,2001-04-16,84.5
2298,2001-04-17,84.2
2299,2001-04-18,87.0
2300,2001-04-19,86.4
2301,2001-04-20,86.5
2302,2001-04-21,86.9
2303,2001-04-22,87.0
2304,2001-04-23,85.0
2305,2001-04-24,85.2
2306,2001-04-25,84.8
2307,2001-04-26,84.7
2308,2001-04-27,86.4
2309,2001-04-28,85.3
2310,2001-04-29,87.9
2311,2001-04-30,88.8
2312,2001-05-01,88.8
2313,2001-05-02,89.0
2314,2001-05-03,89.6
2315,2001-05-04,88.1
2316,2001-05-05,88.0
2317,2001-05-06,89.4
2318,2001-05-07,86.8
2319,2001-05-08,91.7
2320,2001-05-09,89.6
2321,2001-05-10,91.8
2322,2001-05-11,89.9
2323,2001-05-12,90.7
2324,2001-05-13,96.4
2325,2001-05-14,91.2
2326,2001-05-15,91.8
2327,2001-05-16,93.9
2328,2001-05-17,87.6
2329,2001-05-18,92.3
2330,2001-05-19,90.1
2331,2001-05-20,87.6
2332,2001-05-21,87.2
2333,2001-05-22,86.7
2334,2001-05-23,89.0
2335,2001-05-24,92.0
2336,2001-05-25,91.0
2337,2001-05-26,93.2
2338,2001-05-27,93.1
2339,2001-05-28,89.7
2340,2001-05-29,90.7
2341,2001-05-30,90.6
2342,2001-05-31,90.5
2343,2001-06-01,90.2
2344,2001-06-02,89.7
2345,2001-06-03,82.5
2346,2001-06-04,82.7
2347,2001-06-05,78.4
2348,2001-06-06,84.4
2349,2001-06-07,85.0
2350,2001-06-08,87.2
2351,2001-06-09,87.9
2352,2001-06-10,87.0
2353,2001-06-11,88.0
2354,2001-06-12,86.1
2355,2001-06-13,88.1
2356,2001-06-14,88.7
2357,2001-06-15,90.4
2358,2001-06-16,89.2
2359,2001-06-17,89.7
2360,2001-06-18,89.9
2361,2001-06-19,91.3
2362,2001-06-20,89.3
2363,2001-06-21,87.0
2364,2001-06-22,88.8
2365,2001-06-23,89.9
2366,2001-06-24,89.6
2367,2001-06-25,90.8
2368,2001-06-26,87.6
2369,2001-06-27,89.5
2370,2001-06-28,88.1
2371,2001-06-29,88.4
2372,2001-06-30,85.2
2373,2001-07-01,85.5
2374,2001-07-02,86.6
2375,2001-07-03,89.7
2376,2001-07-04,91.7
2377,2001-07-05,91.5
2378,2001-07-06,90.7
2379,2001-07-07,91.3
2380,2001-07-08,90.6
2381,2001-07-09,92.7
2382,2001-07-10,90.8
2383,2001-07-11,90.3
2384,2001-07-12,87.0
2385,2001-07-13,85.7
2386,2001-07-14,82.6
2387,2001-07-15,84.3
2388,2001-07-16,81.0
2389,2001-07-17,82.3
2390,2001-07-18,86.1
2391,2001-07-19,87.5
2392,2001-07-20,88.4
2393,2001-07-21,85.7
2394,2001-07-22,85.4
2395,2001-07-23,87.2
2396,2001-07-24,87.9
2397,2001-07-25,85.6
2398,2001-07-26,87.4
2399,2001-07-27,84.3
2400,2001-07-28,83.8
2401,2001-07-29,85.4
2402,2001-07-30,86.6
2403,2001-07-31,84.9
2404,2001-08-01,77.6
2405,2001-08-02,83.3
2406,2001-08-03,81.2
2407,2001-08-04,84.8
2408,2001-08-05,85.1
2409,2001-08-06,85.1
2410,2001-08-07,84.5
2411,2001-08-08,84.2
2412,2001-08-09,85.9
2413,2001-08-10,86.1
2414,2001-08-11,81.3
2415,2001-08-12,85.2
2416,2001-08-13,85.4
2417,2001-08-14,84.0
2418,2001-08-15,85.7
2419,2001-08-16,88.0
2420,2001-08-17,88.2
2421,2001-08-18,87.8
2422,2001-08-19,87.5
2423,2001-08-20,89.2
2424,2001-08-21,87.1
2425,2001-08-22,90.1
2426,2001-08-23,87.9
2427,2001-08-24,85.6
2428,2001-08-25,87.4
2429,2001-08-26,86.8
2430,2001-08-27,85.0
2431,2001-08-28,86.8
2432,2001-08-29,85.2
2433,2001-08-30,88.1
2434,2001-08-31,86.0
2435,2001-09-01,86.1
2436,2001-09-02,85.3
2437,2001-09-03,85.9
2438,2001-09-04,85.6
2439,2001-09-05,85.6
2440,2001-09-06,86.4
2441,2001-09-07,86.9
2442,2001-09-08,85.7
2443,2001-09-09,84.4
2444,2001-09-10,85.4
2445,2001-09-11,81.8
2446,2001-09-12,84.1
2447,2001-09-13,84.3
2448,2001-09-14,84.7
2449,2001-09-15,84.5
2450,2001-09-16,85.6
2451,2001-09-17,85.9
2452,2001-09-18,84.6
2453,2001-09-19,85.0
2454,2001-09-20,81.8
2455,2001-09-21,83.2
2456,2001-09-22,84.1
2457,2001-09-23,86.5
2458,2001-09-24,84.6
2459,2001-09-25,81.4
2460,2001-09-26,81.8
2461,2001-09-27,79.1
2462,2001-09-28,80.1
2463,2001-09-29,81.2
2464,2001-09-30,85.1
2465,2001-10-01,86.5
2466,2001-10-02,84.6
2467,2001-10-03,84.5
2468,2001-10-04,77.9
2469,2001-10-05,79.6
2470,2001-10-06,78.1
2471,2001-10-07,83.1
2472,2001-10-08,81.6
2473,2001-10-09,83.6
2474,2001-10-10,84.0
2475,2001-10-11,85.7
2476,2001-10-12,84.1
2477,2001-10-13,81.6
2478,2001-10-14,81.0
2479,2001-10-15,77.3
2480,2001-10-16,79.1
2481,2001-10-17,80.6
2482,2001-10-18,81.5
2483,2001-10-19,84.1
2484,2001-10-20,83.1
2485,2001-10-21,85.5
2486,2001-10-22,81.8
2487,2001-10-23,77.5
2488,2001-10-24,81.8
2489,2001-10-25,81.1
2490,2001-10-26,77.9
2491,2001-10-27,81.2
2492,2001-10-28,81.7
2493,2001-10-29,81.1
2494,2001-10-30,82.2
2495,2001-10-31,81.0
2496,2001-11-01,82.8
2497,2001-11-02,77.1
2498,2001-11-03,77.6
2499,2001-11-04,78.7
2500,2001-11-05,78.6
2501,2001-11-06,78.6
2502,2001-11-07,77.5
2503,2001-11-08,76.7
2504,2001-11-09,77.4
2505,2001-11-10,79.7
2506,2001-11-11,80.9
2507,2001-11-12,81.7
2508,2001-11-13,79.8
2509,2001-11-14,81.4
2510,2001-11-15,79.9
2511,2001-11-16,79.8
2512,2001-11-17,80.2
2513,2001-11-18,79.3
2514,2001-11-19,79.5
2515,2001-11-20,80.3
2516,2001-11-21,77.1
2517,2001-11-22,76.9
2518,2001-11-23,78.9
2519,2001-11-24,80.3
2520,2001-11-25,79.9
2521,2001-11-26,78.4
2522,2001-11-27,78.7
2523,2001-11-28,79.7
2524,2001-11-29,79.2
2525,2001-11-30,75.8
2526,2001-12-01,77.3
2527,2001-12-02,78.4
2528,2001-12-03,77.7
2529,2001-12-04,77.2
2530,2001-12-05,75.2
2531,2001-12-06,75.5
2532,2001-12-07,75.8
2533,2001-12-08,74.8
2534,2001-12-09,74.8
2535,2001-12-10,76.1
2536,2001-12-11,75.6
2537,2001-12-12,77.6
2538,2001-12-13,75.3
2539,2001-12-14,76.4
2540,2001-12-15,76.4
2541,2001-12-16,77.1
2542,2001-12-17,75.6
2543,2001-12-18,79.4
2544,2001-12-19,78.2
2545,2001-12-20,75.6
2546,2001-12-21,74.6
2547,2001-12-22,73.8
2548,2001-12-23,73.2
2549,2001-12-24,74.0
2550,2001-12-25,77.8
2551,2001-12-26,77.9
2552,2001-12-27,79.1
2553,2001-12-28,77.3
2554,2001-12-29,76.1
2555,2001-12-30,75.5
2556,2001-12-31,75.8
2557,2002-01-01,77.0
2558,2002-01-02,75.9
2559,2002-01-03,76.5
2560,2002-01-04,76.7
2561,2002-01-05,77.6
2562,2002-01-06,79.5
2563,2002-01-07,76.4
2564,2002-01-08,76.9
2565,2002-01-09,74.5
2566,2002-01-10,76.4
2567,2002-01-11,76.6
2568,2002-01-12,73.8
2569,2002-01-13,75.1
2570,2002-01-14,74.5
2571,2002-01-15,72.6
2572,2002-01-16,72.4
2573,2002-01-17,73.8
2574,2002-01-18,75.7
2575,2002-01-19,78.5
2576,2002-01-20,77.4
2577,2002-01-21,78.5
2578,2002-01-22,78.4
2579,2002-01-23,78.0
2580,2002-01-24,79.6
2581,2002-01-25,79.7
2582,2002-01-26,78.9
2583,2002-01-27,80.2
2584,2002-01-28,78.6
2585,2002-01-29,79.6
2586,2002-01-30,77.5
2587,2002-01-31,80.8
2588,2002-02-01,79.3
2589,2002-02-02,77.5
2590,2002-02-03,77.5
2591,2002-02-04,79.3
2592,2002-02-05,77.8
2593,2002-02-06,77.6
2594,2002-02-07,77.7
2595,2002-02-08,82.0
2596,2002-02-09,76.6
2597,2002-02-10,77.7
2598,2002-02-11,76.6
2599,2002-02-12,82.2
2600,2002-02-13,79.4
2601,2002-02-14,79.3
2602,2002-02-15,78.3
2603,2002-02-16,78.4
2604,2002-02-17,78.6
2605,2002-02-18,79.4
2606,2002-02-19,77.0
2607,2002-02-20,77.8
2608,2002-02-21,78.1
2609,2002-02-22,78.5
2610,2002-02-23,78.0
2611,2002-02-24,81.6
2612,2002-02-25,78.1
2613,2002-02-26,79.3
2614,2002-02-27,80.8
2615,2002-02-28,80.2
2616,2002-03-01,81.0
2617,2002-03-02,80.7
2618,2002-03-03,80.9
2619,2002-03-04,81.5
2620,2002-03-05,80.2
2621,2002-03-06,79.0
2622,2002-03-07,81.5
2623,2002-03-08,81.9
2624,2002-03-09,81.5
2625,2002-03-10,81.0
2626,2002-03-11,81.5
2627,2002-03-12,85.0
2628,2002-03-13,81.3
2629,2002-03-14,82.3
2630,2002-03-15,82.7
2631,2002-03-16,82.0
2632,2002-03-17,81.2
2633,2002-03-18,80.3
2634,2002-03-19,81.3
2635,2002-03-20,81.9
2636,2002-03-21,83.0
2637,2002-03-22,85.3
2638,2002-03-23,84.5
2639,2002-03-24,84.7
2640,2002-03-25,86.0
2641,2002-03-26,84.1
2642,2002-03-27,84.6
2643,2002-03-28,84.4
2644,2002-03-29,85.7
2645,2002-03-30,84.3
2646,2002-03-31,84.8
2647,2002-04-01,86.4
2648,2002-04-02,86.6
2649,2002-04-03,86.7
2650,2002-04-04,87.0
2651,2002-04-05,86.3
2652,2002-04-06,83.8
2653,2002-04-07,84.6
2654,2002-04-08,84.8
2655,2002-04-09,85.3
2656,2002-04-10,84.7
2657,2002-04-11,83.9
2658,2002-04-12,85.5
2659,2002-04-13,85.4
2660,2002-04-14,85.6
2661,2002-04-15,86.3
2662,2002-04-16,86.8
2663,2002-04-17,84.8
2664,2002-04-18,85.6
2665,2002-04-19,88.9
2666,2002-04-20,85.4
2667,2002-04-21,83.9
2668,2002-04-22,84.9
2669,2002-04-23,87.4
2670,2002-04-24,86.0
2671,2002-04-25,85.6
2672,2002-04-26,87.1
2673,2002-04-27,87.2
2674,2002-04-28,84.6
2675,2002-04-29,85.2
2676,2002-04-30,87.4
2677,2002-05-01,88.0
2678,2002-05-02,86.5
2679,2002-05-03,89.1
2680,2002-05-04,87.6
2681,2002-05-05,86.5
2682,2002-05-06,87.3
2683,2002-05-07,88.2
2684,2002-05-08,91.0
2685,2002-05-09,93.6
2686,2002-05-10,92.6
2687,2002-05-11,92.0
2688,2002-05-12,93.3
2689,2002-05-13,95.6
2690,2002-05-14,92.1
2691,2002-05-15,89.4
2692,2002-05-16,87.5
2693,2002-05-17,92.4
2694,2002-05-18,95.4
2695,2002-05-19,95.1
2696,2002-05-20,91.6
2697,2002-05-21,92.7
2698,2002-05-22,89.6
2699,2002-05-23,89.1
2700,2002-05-24,89.9
2701,2002-05-25,88.2
2702,2002-05-26,86.5
2703,2002-05-27,89.9
2704,2002-05-28,89.4
2705,2002-05-29,85.6
2706,2002-05-30,88.8
2707,2002-05-31,88.1
2708,2002-06-01,88.8
2709,2002-06-02,88.0
2710,2002-06-03,88.9
2711,2002-06-04,89.2
2712,2002-06-05,89.6
2713,2002-06-06,89.5
2714,2002-06-07,86.6
2715,2002-06-08,89.7
2716,2002-06-09,88.0
2717,2002-06-10,87.5
2718,2002-06-11,87.0
2719,2002-06-12,87.8
2720,2002-06-13,89.6
2721,2002-06-14,87.8
2722,2002-06-15,87.8
2723,2002-06-16,89.0
2724,2002-06-17,85.9
2725,2002-06-18,85.9
2726,2002-06-19,85.9
2727,2002-06-20,85.9
2728,2002-06-21,86.05000000000001
2729,2002-06-22,86.2
2730,2002-06-23,90.9
2731,2002-06-24,89.7
2732,2002-06-25,91.5
2733,2002-06-26,92.0
2734,2002-06-27,89.1
2735,2002-06-28,90.1
2736,2002-06-29,89.0
2737,2002-06-30,89.7
2738,2002-07-01,91.0
2739,2002-07-02,90.3
2740,2002-07-03,91.0
2741,2002-07-04,91.1
2742,2002-07-05,90.4
2743,2002-07-06,91.7
2744,2002-07-07,91.0
2745,2002-07-08,88.3
2746,2002-07-09,90.8
2747,2002-07-10,90.6
2748,2002-07-11,88.7
2749,2002-07-12,87.3
2750,2002-07-13,89.3
2751,2002-07-14,89.8
2752,2002-07-15,93.4
2753,2002-07-16,87.9
2754,2002-07-17,85.5
2755,2002-07-18,87.1
2756,2002-07-19,86.9
2757,2002-07-20,89.3
2758,2002-07-21,88.2
2759,2002-07-22,85.3
2760,2002-07-23,89.0
2761,2002-07-24,88.2
2762,2002-07-25,84.8
2763,2002-07-26,88.0
2764,2002-07-27,89.5
2765,2002-07-28,86.3
2766,2002-07-29,88.8
2767,2002-07-30,85.0
2768,2002-07-31,86.0
2769,2002-08-01,87.0
2770,2002-08-02,88.6
2771,2002-08-03,88.9
2772,2002-08-04,86.3
2773,2002-08-05,86.6
2774,2002-08-06,85.0
2775,2002-08-07,83.5
2776,2002-08-08,82.2
2777,2002-08-09,84.1
2778,2002-08-10,84.4
2779,2002-08-11,87.0
2780,2002-08-12,88.4
2781,2002-08-13,88.1
2782,2002-08-14,86.0
2783,2002-08-15,88.0
2784,2002-08-16,85.9
2785,2002-08-17,83.5
2786,2002-08-18,85.3
2787,2002-08-19,84.5
2788,2002-08-20,85.1
2789,2002-08-21,85.6
2790,2002-08-22,85.9
2791,2002-08-23,88.1
2792,2002-08-24,86.4
2793,2002-08-25,86.2
2794,2002-08-26,85.1
2795,2002-08-27,84.7
2796,2002-08-28,82.6
2797,2002-08-29,83.2
2798,2002-08-30,85.6
2799,2002-08-31,86.6
2800,2002-09-01,85.6
2801,2002-09-02,85.9
2802,2002-09-03,82.8
2803,2002-09-04,85.8
2804,2002-09-05,84.3
2805,2002-09-06,83.8
2806,2002-09-07,82.6
2807,2002-09-08,85.6
2808,2002-09-09,84.8
2809,2002-09-10,84.6
2810,2002-09-11,86.3
2811,2002-09-12,87.4
2812,2002-09-13,85.5
2813,2002-09-14,85.6
2814,2002-09-15,83.4
2815,2002-09-16,84.9
2816,2002-09-17,81.5
2817,2002-09-18,85.1
2818,2002-09-19,84.2
2819,2002-09-20,84.1
2820,2002-09-21,86.2
2821,2002-09-22,88.6
2822,2002-09-23,86.9
2823,2002-09-24,86.6
2824,2002-09-25,86.6
2825,2002-09-26,87.1
2826,2002-09-27,85.4
2827,2002-09-28,84.5
2828,2002-09-29,85.0
2829,2002-09-30,85.3
2830,2002-10-01,84.9
2831,2002-10-02,85.2
2832,2002-10-03,85.1
2833,2002-10-04,85.0
2834,2002-10-05,85.9
2835,2002-10-06,83.2
2836,2002-10-07,83.5
2837,2002-10-08,79.4
2838,2002-10-09,78.3
2839,2002-10-10,81.0
2840,2002-10-11,80.1
2841,2002-10-12,79.0
2842,2002-10-13,82.7
2843,2002-10-14,82.8
2844,2002-10-15,84.3
2845,2002-10-16,85.5
2846,2002-10-17,85.3
2847,2002-10-18,81.1
2848,2002-10-19,83.3
2849,2002-10-20,81.2
2850,2002-10-21,79.4
2851,2002-10-22,78.8
2852,2002-10-23,79.9
2853,2002-10-24,77.7
2854,2002-10-25,78.3
2855,2002-10-26,78.25
2856,2002-10-27,78.2
2857,2002-10-28,79.2
2858,2002-10-29,81.2
2859,2002-10-30,77.9
2860,2002-10-31,76.4
2861,2002-11-01,75.0
2862,2002-11-02,78.8
2863,2002-11-03,80.1
2864,2002-11-04,79.3
2865,2002-11-05,78.0
2866,2002-11-06,77.9
2867,2002-11-07,77.2
2868,2002-11-08,75.6
2869,2002-11-09,74.1
2870,2002-11-10,75.1
2871,2002-11-11,78.3
2872,2002-11-12,81.2
2873,2002-11-13,81.6
2874,2002-11-14,80.8
2875,2002-11-15,80.5
2876,2002-11-16,81.6
2877,2002-11-17,80.0
2878,2002-11-18,80.5
2879,2002-11-19,78.5
2880,2002-11-20,80.2
2881,2002-11-21,79.0
2882,2002-11-22,77.4
2883,2002-11-23,77.2
2884,2002-11-24,77.8
2885,2002-11-25,78.4
2886,2002-11-26,77.9
2887,2002-11-27,79.2
2888,2002-11-28,77.2
2889,2002-11-29,78.3
2890,2002-11-30,74.7
2891,2002-12-01,73.7
2892,2002-12-02,76.1
2893,2002-12-03,76.8
2894,2002-12-04,78.3
2895,2002-12-05,77.7
2896,2002-12-06,76.7
2897,2002-12-07,77.5
2898,2002-12-08,79.3
2899,2002-12-09,78.8
2900,2002-12-10,80.5
2901,2002-12-11,79.5
2902,2002-12-12,78.3
2903,2002-12-13,75.9
2904,2002-12-14,77.6
2905,2002-12-15,78.7
2906,2002-12-16,77.9
2907,2002-12-17,75.7
2908,2002-12-18,76.5
2909,2002-12-19,74.6
2910,2002-12-20,75.3
2911,2002-12-21,73.7
2912,2002-12-22,77.3
2913,2002-12-23,77.6
2914,2002-12-24,78.4
2915,2002-12-25,76.1
2916,2002-12-26,74.8
2917,2002-12-27,73.6
2918,2002-12-28,76.1
2919,2002-12-29,77.6
2920,2002-12-30,75.3
2921,2002-12-31,76.6
2922,2003-01-01,78.0
2923,2003-01-02,77.8
2924,2003-01-03,79.1
2925,2003-01-04,78.6
2926,2003-01-05,79.0
2927,2003-01-06,78.5
2928,2003-01-07,77.2
2929,2003-01-08,76.6
2930,2003-01-09,78.0
2931,2003-01-10,77.6
2932,2003-01-11,77.9
2933,2003-01-12,77.6
2934,2003-01-13,77.15
2935,2003-01-14,76.7
2936,2003-01-15,77.5
2937,2003-01-16,76.6
2938,2003-01-17,76.0
2939,2003-01-18,77.8
2940,2003-01-19,77.8
2941,2003-01-20,76.4
2942,2003-01-21,75.7
2943,2003-01-22,75.5
2944,2003-01-23,76.7
2945,2003-01-24,77.7
2946,2003-01-25,77.5
2947,2003-01-26,78.5
2948,2003-01-27,76.8
2949,2003-01-28,77.4
2950,2003-01-29,76.7
2951,2003-01-30,75.1
2952,2003-01-31,79.2
2953,2003-02-01,78.5
2954,2003-02-02,80.7
2955,2003-02-03,80.4
2956,2003-02-04,79.7
2957,2003-02-05,81.2
2958,2003-02-06,80.7
2959,2003-02-07,80.0
2960,2003-02-08,78.6
2961,2003-02-09,79.7
2962,2003-02-10,79.6
2963,2003-02-11,79.3
2964,2003-02-12,78.6
2965,2003-02-13,79.3
2966,2003-02-14,81.4
2967,2003-02-15,81.0
2968,2003-02-16,83.0
2969,2003-02-17,81.0
2970,2003-02-18,80.6
2971,2003-02-19,78.1
2972,2003-02-20,80.1
2973,2003-02-21,78.0
2974,2003-02-22,78.5
2975,2003-02-23,77.4
2976,2003-02-24,80.8
2977,2003-02-25,81.6
2978,2003-02-26,81.4
2979,2003-02-27,80.6
2980,2003-02-28,80.7
2981,2003-03-01,80.9
2982,2003-03-02,81.3
2983,2003-03-03,79.8
2984,2003-03-04,80.9
2985,2003-03-05,81.4
2986,2003-03-06,81.1
2987,2003-03-07,81.1
2988,2003-03-08,81.1
2989,2003-03-09,81.2
2990,2003-03-10,80.4
2991,2003-03-11,79.5
2992,2003-03-12,81.7
2993,2003-03-13,81.3
2994,2003-03-14,84.7
2995,2003-03-15,83.9
2996,2003-03-16,85.3
2997,2003-03-17,86.6
2998,2003-03-18,82.0
2999,2003-03-19,84.0
3000,2003-03-20,85.2
3001,2003-03-21,80.8
3002,2003-03-22,83.2
3003,2003-03-23,81.8
3004,2003-03-24,82.6
3005,2003-03-25,84.7
3006,2003-03-26,84.1
3007,2003-03-27,84.0
3008,2003-03-28,82.7
3009,2003-03-29,84.7
3010,2003-03-30,83.4
3011,2003-03-31,85.5
3012,2003-04-01,88.2
3013,2003-04-02,87.0
3014,2003-04-03,88.4
3015,2003-04-04,89.5
3016,2003-04-05,87.1
3017,2003-04-06,85.7
3018,2003-04-07,83.6
3019,2003-04-08,84.6
3020,2003-04-09,83.7
3021,2003-04-10,87.6
3022,2003-04-11,85.9
3023,2003-04-12,87.7
3024,2003-04-13,86.2
3025,2003-04-14,85.0
3026,2003-04-15,86.5
3027,2003-04-16,85.7
3028,2003-04-17,85.8
3029,2003-04-18,86.4
3030,2003-04-19,87.0
3031,2003-04-20,88.5
3032,2003-04-21,88.0
3033,2003-04-22,86.9
3034,2003-04-23,87.2
3035,2003-04-24,86.8
3036,2003-04-25,85.6
3037,2003-04-26,87.4
3038,2003-04-27,87.1
3039,2003-04-28,86.9
3040,2003-04-29,87.6
3041,2003-04-30,86.8
3042,2003-05-01,85.2
3043,2003-05-02,87.0
3044,2003-05-03,89.6
3045,2003-05-04,89.2
3046,2003-05-05,90.0
3047,2003-05-06,89.5
3048,2003-05-07,91.4
3049,2003-05-08,90.8
3050,2003-05-09,90.2
3051,2003-05-10,86.0
3052,2003-05-11,85.4
3053,2003-05-12,87.0
3054,2003-05-13,84.3
3055,2003-05-14,85.2
3056,2003-05-15,90.8
3057,2003-05-16,92.1
3058,2003-05-17,90.9
3059,2003-05-18,93.3
3060,2003-05-19,93.6
3061,2003-05-20,94.4
3062,2003-05-21,94.4
3063,2003-05-22,95.8
3064,2003-05-23,95.5
3065,2003-05-24,91.0
3066,2003-05-25,92.7
3067,2003-05-26,92.1
3068,2003-05-27,93.6
3069,2003-05-28,93.6
3070,2003-05-29,91.3
3071,2003-05-30,96.7
3072,2003-05-31,92.4
3073,2003-06-01,93.5
3074,2003-06-02,90.3
3075,2003-06-03,92.5
3076,2003-06-04,92.9
3077,2003-06-05,93.1
3078,2003-06-06,93.2
3079,2003-06-07,92.2
3080,2003-06-08,90.4
3081,2003-06-09,91.6
3082,2003-06-10,90.4
3083,2003-06-11,91.9
3084,2003-06-12,89.4
3085,2003-06-13,86.9
3086,2003-06-14,87.4
3087,2003-06-15,86.2
3088,2003-06-16,89.4
3089,2003-06-17,91.2
3090,2003-06-18,89.5
3091,2003-06-19,90.3
3092,2003-06-20,92.1
3093,2003-06-21,93.8
3094,2003-06-22,90.3
3095,2003-06-23,89.7
3096,2003-06-24,88.6
3097,2003-06-25,89.8
3098,2003-06-26,87.1
3099,2003-06-27,90.8
3100,2003-06-28,86.6
3101,2003-06-29,84.9
3102,2003-06-30,86.6
3103,2003-07-01,88.0
3104,2003-07-02,83.6
3105,2003-07-03,86.4
3106,2003-07-04,83.2
3107,2003-07-05,85.4
3108,2003-07-06,86.8
3109,2003-07-07,88.3
3110,2003-07-08,89.2
3111,2003-07-09,83.4
3112,2003-07-10,81.8
3113,2003-07-11,83.4
3114,2003-07-12,85.1
3115,2003-07-13,87.0
3116,2003-07-14,84.9
3117,2003-07-15,85.6
3118,2003-07-16,84.6
3119,2003-07-17,86.5
3120,2003-07-18,86.6
3121,2003-07-19,86.3
3122,2003-07-20,86.1
3123,2003-07-21,83.6
3124,2003-07-22,84.3
3125,2003-07-23,83.4
3126,2003-07-24,87.1
3127,2003-07-25,87.2
3128,2003-07-26,85.6
3129,2003-07-27,87.5
3130,2003-07-28,88.1
3131,2003-07-29,87.0
3132,2003-07-30,82.4
3133,2003-07-31,82.7
3134,2003-08-01,82.2
3135,2003-08-02,83.5
3136,2003-08-03,83.0
3137,2003-08-04,86.3
3138,2003-08-05,82.6
3139,2003-08-06,83.8
3140,2003-08-07,83.5
3141,2003-08-08,86.4
3142,2003-08-09,87.9
3143,2003-08-10,87.6
3144,2003-08-11,86.0
3145,2003-08-12,83.8
3146,2003-08-13,86.4
3147,2003-08-14,84.3
3148,2003-08-15,84.4
3149,2003-08-16,86.3
3150,2003-08-17,85.1
3151,2003-08-18,84.7
3152,2003-08-19,83.3
3153,2003-08-20,81.3
3154,2003-08-21,81.3
3155,2003-08-22,81.9
3156,2003-08-23,86.2
3157,2003-08-24,87.3
3158,2003-08-25,85.0
3159,2003-08-26,83.0
3160,2003-08-27,83.2
3161,2003-08-28,85.1
3162,2003-08-29,86.3
3163,2003-08-30,85.4
3164,2003-08-31,84.4
3165,2003-09-01,84.3
3166,2003-09-02,84.0
3167,2003-09-03,85.4
3168,2003-09-04,83.5
3169,2003-09-05,83.8
3170,2003-09-06,86.3
3171,2003-09-07,84.7
3172,2003-09-08,86.4
3173,2003-09-09,87.4
3174,2003-09-10,86.4
3175,2003-09-11,86.4
3176,2003-09-12,86.6
3177,2003-09-13,86.8
3178,2003-09-14,86.0
3179,2003-09-15,87.7
3180,2003-09-16,87.5
3181,2003-09-17,86.0
3182,2003-09-18,84.0
3183,2003-09-19,83.8
3184,2003-09-20,88.0
3185,2003-09-21,87.4
3186,2003-09-22,87.1
3187,2003-09-23,84.7
3188,2003-09-24,83.9
3189,2003-09-25,85.8
3190,2003-09-26,81.8
3191,2003-09-27,83.8
3192,2003-09-28,85.5
3193,2003-09-29,84.3
3194,2003-09-30,83.9
3195,2003-10-01,82.9
3196,2003-10-02,84.0
3197,2003-10-03,82.3
3198,2003-10-04,80.5
3199,2003-10-05,82.0
3200,2003-10-06,83.3
3201,2003-10-07,85.3
3202,2003-10-08,86.5
3203,2003-10-09,87.1
3204,2003-10-10,85.6
3205,2003-10-11,87.5
3206,2003-10-12,84.3
3207,2003-10-13,77.2
3208,2003-10-14,80.0
3209,2003-10-15,84.1
3210,2003-10-16,82.9
3211,2003-10-17,80.7
3212,2003-10-18,80.5
3213,2003-10-19,81.7
3214,2003-10-20,76.3
3215,2003-10-21,78.5
3216,2003-10-22,83.8
3217,2003-10-23,79.0
3218,2003-10-24,81.0
3219,2003-10-25,81.9
3220,2003-10-26,80.8
3221,2003-10-27,78.3
3222,2003-10-28,79.6
3223,2003-10-29,79.6
3224,2003-10-30,80.3
3225,2003-10-31,78.0
3226,2003-11-01,79.9
3227,2003-11-02,81.8
3228,2003-11-03,82.1
3229,2003-11-04,81.6
3230,2003-11-05,81.1
3231,2003-11-06,77.1
3232,2003-11-07,79.3
3233,2003-11-08,78.6
3234,2003-11-09,78.9
3235,2003-11-10,79.5
3236,2003-11-11,78.0
3237,2003-11-12,81.2
3238,2003-11-13,78.2
3239,2003-11-14,79.8
3240,2003-11-15,81.1
3241,2003-11-16,79.9
3242,2003-11-17,79.9
3243,2003-11-18,76.4
3244,2003-11-19,77.3
3245,2003-11-20,78.2
